 I    | PH(0 0), PH(0 1), PH(1 0), PH(1 1)  | PR(0 0), PR(0 1), PR(1 0), PR(1 1)  | AH(0), AH(1)  | AR(0), AR(1)
191|5.80052,0.239731,0.239731,0.0174184 | 6.98094,0.353673,0.353673,0.0289386 | -0.28337,-0.0303279 | -0.913759,-0.112293
192|5.80107,0.239756,0.239756,0.0174187 | 6.98229,0.353762,0.353762,0.0289433 | -0.283316,-0.0303133 | -0.914107,-0.112295
193|5.80161,0.239781,0.239781,0.017419 | 6.98365,0.353851,0.353851,0.028948 | -0.283262,-0.0302988 | -0.914454,-0.112296
194|5.80216,0.239807,0.239807,0.0174193 | 6.985,0.35394,0.35394,0.0289526 | -0.283207,-0.0302842 | -0.914799,-0.112296
195|5.8027,0.239832,0.239832,0.0174196 | 6.98636,0.354029,0.354029,0.0289573 | -0.283152,-0.0302695 | -0.915143,-0.112297
196|5.80324,0.239857,0.239857,0.0174199 | 6.98771,0.354118,0.354118,0.028962 | -0.283097,-0.0302549 | -0.915485,-0.112298
197|5.80378,0.239883,0.239883,0.0174202 | 6.98907,0.354208,0.354208,0.0289667 | -0.283041,-0.0302402 | -0.915827,-0.112298
198|5.80433,0.239908,0.239908,0.0174205 | 6.99042,0.354297,0.354297,0.0289713 | -0.282985,-0.0302255 | -0.916167,-0.112299
199|5.80487,0.239933,0.239933,0.0174208 | 6.99178,0.354386,0.354386,0.028976 | -0.282929,-0.0302108 | -0.916505,-0.112299
200|5.80541,0.239958,0.239958,0.0174211 | 6.99313,0.354475,0.354475,0.0289807 | -0.282873,-0.0301961 | -0.916842,-0.112299
201|5.80595,0.239983,0.239983,0.0174214 | 6.99449,0.354564,0.354564,0.0289854 | -0.282816,-0.0301814 | -0.917178,-0.112299
202|5.8065,0.240009,0.240009,0.0174217 | 6.99584,0.354653,0.354653,0.02899 | -0.282758,-0.0301666 | -0.917512,-0.112298
203|5.80704,0.240034,0.240034,0.017422 | 6.9972,0.354742,0.354742,0.0289947 | -0.282701,-0.0301518 | -0.917845,-0.112298
204|5.80758,0.240059,0.240059,0.0174223 | 6.99855,0.354831,0.354831,0.0289994 | -0.282643,-0.030137 | -0.918177,-0.112297
205|5.80812,0.240084,0.240084,0.0174226 | 6.99991,0.35492,0.35492,0.029004 | -0.282585,-0.0301222 | -0.918507,-0.112297
206|5.80866,0.240109,0.240109,0.0174229 | 7.00126,0.355009,0.355009,0.0290087 | -0.282526,-0.0301073 | -0.918836,-0.112296
207|5.8092,0.240134,0.240134,0.0174232 | 7.00262,0.355098,0.355098,0.0290134 | -0.282467,-0.0300925 | -0.919163,-0.112295
208|5.80974,0.24016,0.24016,0.0174235 | 7.00397,0.355186,0.355186,0.029018 | -0.282408,-0.0300776 | -0.919489,-0.112294
209|5.81028,0.240185,0.240185,0.0174238 | 7.00532,0.355275,0.355275,0.0290227 | -0.282348,-0.0300627 | -0.919814,-0.112293
210|5.81082,0.24021,0.24021,0.0174241 | 7.00668,0.355364,0.355364,0.0290273 | -0.282288,-0.0300478 | -0.920137,-0.112291
211|5.81136,0.240235,0.240235,0.0174244 | 7.00803,0.355453,0.355453,0.029032 | -0.282228,-0.0300328 | -0.920459,-0.11229
212|5.8119,0.24026,0.24026,0.0174247 | 7.00939,0.355542,0.355542,0.0290366 | -0.282168,-0.0300179 | -0.92078,-0.112288
213|5.81244,0.240285,0.240285,0.017425 | 7.01074,0.355631,0.355631,0.0290413 | -0.282107,-0.0300029 | -0.921099,-0.112287
214|5.81298,0.24031,0.24031,0.0174253 | 7.01209,0.355719,0.355719,0.0290459 | -0.282045,-0.0299879 | -0.921417,-0.112285
215|5.81352,0.240335,0.240335,0.0174255 | 7.01345,0.355808,0.355808,0.0290506 | -0.281984,-0.0299729 | -0.921733,-0.112283
216|5.81406,0.24036,0.24036,0.0174258 | 7.0148,0.355897,0.355897,0.0290552 | -0.281922,-0.0299579 | -0.922048,-0.112281
217|5.8146,0.240385,0.240385,0.0174261 | 7.01615,0.355986,0.355986,0.0290599 | -0.28186,-0.0299428 | -0.922361,-0.112278
218|5.81513,0.24041,0.24041,0.0174264 | 7.0175,0.356074,0.356074,0.0290645 | -0.281797,-0.0299277 | -0.922673,-0.112276
219|5.81567,0.240434,0.240434,0.0174267 | 7.01886,0.356163,0.356163,0.0290692 | -0.281734,-0.0299126 | -0.922984,-0.112273
220|5.81621,0.240459,0.240459,0.017427 | 7.02021,0.356251,0.356251,0.0290738 | -0.281671,-0.0298975 | -0.923293,-0.112271
221|5.81675,0.240484,0.240484,0.0174273 | 7.02156,0.35634,0.35634,0.0290784 | -0.281608,-0.0298824 | -0.923601,-0.112268
222|5.81728,0.240509,0.240509,0.0174276 | 7.02291,0.356429,0.356429,0.0290831 | -0.281544,-0.0298672 | -0.923908,-0.112265
223|5.81782,0.240534,0.240534,0.0174278 | 7.02427,0.356517,0.356517,0.0290877 | -0.28148,-0.0298521 | -0.924213,-0.112262
224|5.81836,0.240559,0.240559,0.0174281 | 7.02562,0.356606,0.356606,0.0290924 | -0.281415,-0.0298369 | -0.924516,-0.112258
225|5.81889,0.240584,0.240584,0.0174284 | 7.02697,0.356694,0.356694,0.029097 | -0.281351,-0.0298217 | -0.924819,-0.112255
226|5.81943,0.240608,0.240608,0.0174287 | 7.02832,0.356783,0.356783,0.0291016 | -0.281286,-0.0298065 | -0.92512,-0.112251
227|5.81996,0.240633,0.240633,0.017429 | 7.02967,0.356871,0.356871,0.0291062 | -0.28122,-0.0297912 | -0.925419,-0.112248
228|5.8205,0.240658,0.240658,0.0174293 | 7.03102,0.35696,0.35696,0.0291109 | -0.281154,-0.029776 | -0.925717,-0.112244
229|5.82104,0.240683,0.240683,0.0174296 | 7.03237,0.357048,0.357048,0.0291155 | -0.281088,-0.0297607 | -0.926014,-0.11224
230|5.82157,0.240707,0.240707,0.0174298 | 7.03372,0.357136,0.357136,0.0291201 | -0.281022,-0.0297454 | -0.926309,-0.112236
231|5.82211,0.240732,0.240732,0.0174301 | 7.03507,0.357225,0.357225,0.0291247 | -0.280955,-0.0297301 | -0.926602,-0.112232
232|5.82264,0.240757,0.240757,0.0174304 | 7.03642,0.357313,0.357313,0.0291294 | -0.280888,-0.0297148 | -0.926895,-0.112227
233|5.82317,0.240781,0.240781,0.0174307 | 7.03777,0.357401,0.357401,0.029134 | -0.280821,-0.0296994 | -0.927186,-0.112223
234|5.82371,0.240806,0.240806,0.017431 | 7.03912,0.35749,0.35749,0.0291386 | -0.280753,-0.029684 | -0.927475,-0.112218
235|5.82424,0.240831,0.240831,0.0174312 | 7.04047,0.357578,0.357578,0.0291432 | -0.280686,-0.0296687 | -0.927763,-0.112213
236|5.82478,0.240855,0.240855,0.0174315 | 7.04182,0.357666,0.357666,0.0291478 | -0.280617,-0.0296533 | -0.92805,-0.112209
237|5.82531,0.24088,0.24088,0.0174318 | 7.04317,0.357754,0.357754,0.0291524 | -0.280549,-0.0296378 | -0.928335,-0.112203
238|5.82584,0.240904,0.240904,0.0174321 | 7.04452,0.357843,0.357843,0.029157 | -0.28048,-0.0296224 | -0.928619,-0.112198
239|5.82637,0.240929,0.240929,0.0174323 | 7.04587,0.357931,0.357931,0.0291616 | -0.280411,-0.0296069 | -0.928901,-0.112193
240|5.82691,0.240953,0.240953,0.0174326 | 7.04722,0.358019,0.358019,0.0291662 | -0.280341,-0.0295915 | -0.929182,-0.112188
241|5.82744,0.240978,0.240978,0.0174329 | 7.04857,0.358107,0.358107,0.0291708 | -0.280271,-0.029576 | -0.929461,-0.112182
242|5.82797,0.241002,0.241002,0.0174332 | 7.04992,0.358195,0.358195,0.0291754 | -0.280201,-0.0295605 | -0.929739,-0.112176
243|5.8285,0.241027,0.241027,0.0174335 | 7.05126,0.358283,0.358283,0.02918 | -0.280131,-0.029545 | -0.930016,-0.11217
244|5.82903,0.241051,0.241051,0.0174337 | 7.05261,0.358371,0.358371,0.0291846 | -0.28006,-0.0295294 | -0.930291,-0.112164
245|5.82956,0.241076,0.241076,0.017434 | 7.05396,0.358459,0.358459,0.0291892 | -0.279989,-0.0295139 | -0.930565,-0.112158
246|5.8301,0.2411,0.2411,0.0174343 | 7.05531,0.358547,0.358547,0.0291938 | -0.279918,-0.0294983 | -0.930837,-0.112152
247|5.83063,0.241125,0.241125,0.0174345 | 7.05665,0.358635,0.358635,0.0291984 | -0.279846,-0.0294827 | -0.931108,-0.112146
248|5.83116,0.241149,0.241149,0.0174348 | 7.058,0.358723,0.358723,0.029203 | -0.279774,-0.0294671 | -0.931377,-0.112139
249|5.83169,0.241173,0.241173,0.0174351 | 7.05935,0.358811,0.358811,0.0292076 | -0.279702,-0.0294515 | -0.931645,-0.112132
250|5.83222,0.241198,0.241198,0.0174354 | 7.06069,0.358899,0.358899,0.0292122 | -0.279629,-0.0294358 | -0.931912,-0.112125
251|5.83275,0.241222,0.241222,0.0174356 | 7.06204,0.358986,0.358986,0.0292168 | -0.279556,-0.0294202 | -0.932177,-0.112119
252|5.83327,0.241246,0.241246,0.0174359 | 7.06339,0.359074,0.359074,0.0292213 | -0.279483,-0.0294045 | -0.932441,-0.112111
253|5.8338,0.241271,0.241271,0.0174362 | 7.06473,0.359162,0.359162,0.0292259 | -0.279409,-0.0293888 | -0.932703,-0.112104
254|5.83433,0.241295,0.241295,0.0174364 | 7.06608,0.35925,0.35925,0.0292305 | -0.279335,-0.0293731 | -0.932963,-0.112097
255|5.83486,0.241319,0.241319,0.0174367 | 7.06742,0.359337,0.359337,0.0292351 | -0.279261,-0.0293574 | -0.933223,-0.112089
256|5.83539,0.241343,0.241343,0.017437 | 7.06877,0.359425,0.359425,0.0292396 | -0.279187,-0.0293416 | -0.93348,-0.112082
257|5.83592,0.241368,0.241368,0.0174372 | 7.07011,0.359513,0.359513,0.0292442 | -0.279112,-0.0293259 | -0.933737,-0.112074
258|5.83644,0.241392,0.241392,0.0174375 | 7.07146,0.3596,0.3596,0.0292488 | -0.279037,-0.0293101 | -0.933992,-0.112066
259|5.83697,0.241416,0.241416,0.0174378 | 7.0728,0.359688,0.359688,0.0292533 | -0.278962,-0.0292943 | -0.934245,-0.112058
260|5.8375,0.24144,0.24144,0.017438 | 7.07414,0.359775,0.359775,0.0292579 | -0.278886,-0.0292785 | -0.934497,-0.11205
261|5.83802,0.241464,0.241464,0.0174383 | 7.07549,0.359863,0.359863,0.0292625 | -0.27881,-0.0292627 | -0.934748,-0.112042
262|5.83855,0.241488,0.241488,0.0174386 | 7.07683,0.35995,0.35995,0.029267 | -0.278734,-0.0292468 | -0.934997,-0.112033
263|5.83908,0.241512,0.241512,0.0174388 | 7.07817,0.360038,0.360038,0.0292716 | -0.278657,-0.029231 | -0.935244,-0.112024
264|5.8396,0.241537,0.241537,0.0174391 | 7.07952,0.360125,0.360125,0.0292761 | -0.27858,-0.0292151 | -0.935491,-0.112016
265|5.84013,0.241561,0.241561,0.0174393 | 7.08086,0.360213,0.360213,0.0292807 | -0.278503,-0.0291992 | -0.935735,-0.112007
266|5.84065,0.241585,0.241585,0.0174396 | 7.0822,0.3603,0.3603,0.0292852 | -0.278426,-0.0291833 | -0.935978,-0.111998
267|5.84118,0.241609,0.241609,0.0174399 | 7.08354,0.360387,0.360387,0.0292898 | -0.278348,-0.0291674 | -0.93622,-0.111989
268|5.8417,0.241633,0.241633,0.0174401 | 7.08488,0.360475,0.360475,0.0292943 | -0.27827,-0.0291515 | -0.936461,-0.11198
269|5.84223,0.241657,0.241657,0.0174404 | 7.08622,0.360562,0.360562,0.0292989 | -0.278192,-0.0291355 | -0.936699,-0.11197
270|5.84275,0.241681,0.241681,0.0174407 | 7.08756,0.360649,0.360649,0.0293034 | -0.278113,-0.0291196 | -0.936937,-0.111961
271|5.84327,0.241705,0.241705,0.0174409 | 7.08891,0.360736,0.360736,0.029308 | -0.278034,-0.0291036 | -0.937173,-0.111951
272|5.8438,0.241729,0.241729,0.0174412 | 7.09025,0.360823,0.360823,0.0293125 | -0.277955,-0.0290876 | -0.937407,-0.111941
273|5.84432,0.241752,0.241752,0.0174414 | 7.09158,0.360911,0.360911,0.029317 | -0.277875,-0.0290716 | -0.93764,-0.111931
274|5.84484,0.241776,0.241776,0.0174417 | 7.09292,0.360998,0.360998,0.0293216 | -0.277795,-0.0290556 | -0.937872,-0.111921
275|5.84537,0.2418,0.2418,0.0174419 | 7.09426,0.361085,0.361085,0.0293261 | -0.277715,-0.0290395 | -0.938102,-0.111911
276|5.84589,0.241824,0.241824,0.0174422 | 7.0956,0.361172,0.361172,0.0293306 | -0.277635,-0.0290235 | -0.93833,-0.111901
277|5.84641,0.241848,0.241848,0.0174425 | 7.09694,0.361259,0.361259,0.0293352 | -0.277554,-0.0290074 | -0.938557,-0.11189
278|5.84693,0.241872,0.241872,0.0174427 | 7.09828,0.361346,0.361346,0.0293397 | -0.277473,-0.0289913 | -0.938783,-0.111879
279|5.84745,0.241895,0.241895,0.017443 | 7.09962,0.361433,0.361433,0.0293442 | -0.277392,-0.0289752 | -0.939007,-0.111869
280|5.84797,0.241919,0.241919,0.0174432 | 7.10095,0.36152,0.36152,0.0293487 | -0.27731,-0.0289591 | -0.93923,-0.111858
281|5.84849,0.241943,0.241943,0.0174435 | 7.10229,0.361606,0.361606,0.0293533 | -0.277229,-0.028943 | -0.939451,-0.111847
282|5.84902,0.241967,0.241967,0.0174437 | 7.10363,0.361693,0.361693,0.0293578 | -0.277146,-0.0289268 | -0.939671,-0.111836
283|5.84954,0.24199,0.24199,0.017444 | 7.10497,0.36178,0.36178,0.0293623 | -0.277064,-0.0289107 | -0.939889,-0.111824
284|5.85006,0.242014,0.242014,0.0174442 | 7.1063,0.361867,0.361867,0.0293668 | -0.276981,-0.0288945 | -0.940106,-0.111813
285|5.85057,0.242038,0.242038,0.0174445 | 7.10764,0.361953,0.361953,0.0293713 | -0.276898,-0.0288783 | -0.940321,-0.111801
286|5.85109,0.242061,0.242061,0.0174447 | 7.10897,0.36204,0.36204,0.0293758 | -0.276815,-0.0288621 | -0.940535,-0.11179
287|5.85161,0.242085,0.242085,0.017445 | 7.11031,0.362127,0.362127,0.0293803 | -0.276731,-0.0288459 | -0.940747,-0.111778
288|5.85213,0.242109,0.242109,0.0174452 | 7.11164,0.362213,0.362213,0.0293848 | -0.276647,-0.0288297 | -0.940958,-0.111766
289|5.85265,0.242132,0.242132,0.0174455 | 7.11298,0.3623,0.3623,0.0293893 | -0.276563,-0.0288134 | -0.941167,-0.111754
290|5.85317,0.242156,0.242156,0.0174457 | 7.11431,0.362387,0.362387,0.0293938 | -0.276479,-0.0287972 | -0.941375,-0.111742
291|5.85368,0.242179,0.242179,0.017446 | 7.11564,0.362473,0.362473,0.0293983 | -0.276394,-0.0287809 | -0.941582,-0.111729
292|5.8542,0.242203,0.242203,0.0174462 | 7.11698,0.36256,0.36256,0.0294028 | -0.276309,-0.0287646 | -0.941786,-0.111717
293|5.85472,0.242226,0.242226,0.0174465 | 7.11831,0.362646,0.362646,0.0294073 | -0.276224,-0.0287483 | -0.94199,-0.111704
294|5.85524,0.24225,0.24225,0.0174467 | 7.11964,0.362732,0.362732,0.0294118 | -0.276138,-0.028732 | -0.942192,-0.111691
295|5.85575,0.242273,0.242273,0.017447 | 7.12097,0.362819,0.362819,0.0294163 | -0.276052,-0.0287157 | -0.942392,-0.111678
296|5.85627,0.242297,0.242297,0.0174472 | 7.12231,0.362905,0.362905,0.0294207 | -0.275966,-0.0286993 | -0.942591,-0.111665
297|5.85678,0.24232,0.24232,0.0174474 | 7.12364,0.362991,0.362991,0.0294252 | -0.27588,-0.028683 | -0.942789,-0.111652
298|5.8573,0.242344,0.242344,0.0174477 | 7.12497,0.363078,0.363078,0.0294297 | -0.275793,-0.0286666 | -0.942985,-0.111639
299|5.85781,0.242367,0.242367,0.0174479 | 7.1263,0.363164,0.363164,0.0294342 | -0.275706,-0.0286502 | -0.943179,-0.111626
300|5.85833,0.24239,0.24239,0.0174482 | 7.12763,0.36325,0.36325,0.0294387 | -0.275619,-0.0286338 | -0.943372,-0.111612
301|5.85884,0.242414,0.242414,0.0174484 | 7.12896,0.363336,0.363336,0.0294431 | -0.275531,-0.0286174 | -0.943564,-0.111598
302|5.85936,0.242437,0.242437,0.0174487 | 7.13029,0.363422,0.363422,0.0294476 | -0.275443,-0.028601 | -0.943754,-0.111584
303|5.85987,0.24246,0.24246,0.0174489 | 7.13162,0.363508,0.363508,0.0294521 | -0.275355,-0.0285845 | -0.943942,-0.11157
304|5.86038,0.242484,0.242484,0.0174491 | 7.13294,0.363594,0.363594,0.0294565 | -0.275267,-0.0285681 | -0.944129,-0.111556
305|5.8609,0.242507,0.242507,0.0174494 | 7.13427,0.36368,0.36368,0.029461 | -0.275178,-0.0285516 | -0.944315,-0.111542
306|5.86141,0.24253,0.24253,0.0174496 | 7.1356,0.363766,0.363766,0.0294654 | -0.275089,-0.0285352 | -0.944499,-0.111528
307|5.86192,0.242554,0.242554,0.0174499 | 7.13693,0.363852,0.363852,0.0294699 | -0.275,-0.0285187 | -0.944682,-0.111513
308|5.86244,0.242577,0.242577,0.0174501 | 7.13825,0.363938,0.363938,0.0294744 | -0.27491,-0.0285022 | -0.944863,-0.111499
309|5.86295,0.2426,0.2426,0.0174503 | 7.13958,0.364024,0.364024,0.0294788 | -0.27482,-0.0284856 | -0.945042,-0.111484
310|5.86346,0.242623,0.242623,0.0174506 | 7.14091,0.364109,0.364109,0.0294833 | -0.27473,-0.0284691 | -0.94522,-0.111469
311|5.86397,0.242646,0.242646,0.0174508 | 7.14223,0.364195,0.364195,0.0294877 | -0.27464,-0.0284526 | -0.945397,-0.111454
312|5.86448,0.242669,0.242669,0.017451 | 7.14356,0.364281,0.364281,0.0294921 | -0.27455,-0.028436 | -0.945572,-0.111439
313|5.86499,0.242693,0.242693,0.0174513 | 7.14488,0.364367,0.364367,0.0294966 | -0.274459,-0.0284194 | -0.945746,-0.111424
314|5.8655,0.242716,0.242716,0.0174515 | 7.14621,0.364452,0.364452,0.029501 | -0.274368,-0.0284029 | -0.945918,-0.111408
315|5.86601,0.242739,0.242739,0.0174518 | 7.14753,0.364538,0.364538,0.0295055 | -0.274276,-0.0283863 | -0.946088,-0.111393
316|5.86652,0.242762,0.242762,0.017452 | 7.14885,0.364623,0.364623,0.0295099 | -0.274184,-0.0283697 | -0.946258,-0.111377
317|5.86703,0.242785,0.242785,0.0174522 | 7.15018,0.364709,0.364709,0.0295143 | -0.274092,-0.0283531 | -0.946425,-0.111361
318|5.86754,0.242808,0.242808,0.0174525 | 7.1515,0.364794,0.364794,0.0295187 | -0.274,-0.0283364 | -0.946591,-0.111345
319|5.86805,0.242831,0.242831,0.0174527 | 7.15282,0.36488,0.36488,0.0295232 | -0.273908,-0.0283198 | -0.946756,-0.111329
320|5.86855,0.242854,0.242854,0.0174529 | 7.15414,0.364965,0.364965,0.0295276 | -0.273815,-0.0283031 | -0.946919,-0.111313
321|5.86906,0.242877,0.242877,0.0174532 | 7.15546,0.36505,0.36505,0.029532 | -0.273722,-0.0282865 | -0.947081,-0.111297
322|5.86957,0.2429,0.2429,0.0174534 | 7.15678,0.365136,0.365136,0.0295364 | -0.273629,-0.0282698 | -0.947241,-0.11128
323|5.87008,0.242922,0.242922,0.0174536 | 7.1581,0.365221,0.365221,0.0295408 | -0.273535,-0.0282531 | -0.947399,-0.111263
324|5.87058,0.242945,0.242945,0.0174538 | 7.15942,0.365306,0.365306,0.0295453 | -0.273441,-0.0282364 | -0.947557,-0.111247
325|5.87109,0.242968,0.242968,0.0174541 | 7.16074,0.365391,0.365391,0.0295497 | -0.273347,-0.0282197 | -0.947712,-0.11123
326|5.8716,0.242991,0.242991,0.0174543 | 7.16206,0.365476,0.365476,0.0295541 | -0.273253,-0.0282029 | -0.947866,-0.111213
327|5.8721,0.243014,0.243014,0.0174545 | 7.16338,0.365561,0.365561,0.0295585 | -0.273158,-0.0281862 | -0.948019,-0.111196
328|5.87261,0.243037,0.243037,0.0174548 | 7.1647,0.365646,0.365646,0.0295629 | -0.273063,-0.0281694 | -0.94817,-0.111178
329|5.87311,0.243059,0.243059,0.017455 | 7.16601,0.365731,0.365731,0.0295673 | -0.272968,-0.0281527 | -0.94832,-0.111161
330|5.87362,0.243082,0.243082,0.0174552 | 7.16733,0.365816,0.365816,0.0295717 | -0.272873,-0.0281359 | -0.948468,-0.111144
331|5.87412,0.243105,0.243105,0.0174554 | 7.16865,0.365901,0.365901,0.0295761 | -0.272777,-0.0281191 | -0.948614,-0.111126
332|5.87463,0.243128,0.243128,0.0174557 | 7.16996,0.365986,0.365986,0.0295805 | -0.272681,-0.0281023 | -0.948759,-0.111108
333|5.87513,0.24315,0.24315,0.0174559 | 7.17128,0.366071,0.366071,0.0295848 | -0.272585,-0.0280855 | -0.948903,-0.11109
334|5.87563,0.243173,0.243173,0.0174561 | 7.17259,0.366156,0.366156,0.0295892 | -0.272488,-0.0280687 | -0.949045,-0.111072
335|5.87614,0.243196,0.243196,0.0174563 | 7.17391,0.36624,0.36624,0.0295936 | -0.272392,-0.0280519 | -0.949186,-0.111054
336|5.87664,0.243218,0.243218,0.0174566 | 7.17522,0.366325,0.366325,0.029598 | -0.272295,-0.028035 | -0.949325,-0.111036
337|5.87714,0.243241,0.243241,0.0174568 | 7.17653,0.36641,0.36641,0.0296024 | -0.272198,-0.0280182 | -0.949462,-0.111017
338|5.87764,0.243264,0.243264,0.017457 | 7.17785,0.366494,0.366494,0.0296067 | -0.2721,-0.0280013 | -0.949599,-0.110999
339|5.87814,0.243286,0.243286,0.0174572 | 7.17916,0.366579,0.366579,0.0296111 | -0.272002,-0.0279844 | -0.949733,-0.11098
340|5.87864,0.243309,0.243309,0.0174575 | 7.18047,0.366663,0.366663,0.0296155 | -0.271904,-0.0279675 | -0.949866,-0.110961
341|5.87915,0.243331,0.243331,0.0174577 | 7.18178,0.366748,0.366748,0.0296198 | -0.271806,-0.0279506 | -0.949998,-0.110942
342|5.87965,0.243354,0.243354,0.0174579 | 7.18309,0.366832,0.366832,0.0296242 | -0.271708,-0.0279337 | -0.950128,-0.110923
343|5.88015,0.243376,0.243376,0.0174581 | 7.1844,0.366917,0.366917,0.0296286 | -0.271609,-0.0279168 | -0.950256,-0.110904
344|5.88065,0.243399,0.243399,0.0174583 | 7.18571,0.367001,0.367001,0.0296329 | -0.27151,-0.0278999 | -0.950383,-0.110885
345|5.88115,0.243421,0.243421,0.0174586 | 7.18702,0.367085,0.367085,0.0296373 | -0.27141,-0.0278829 | -0.950509,-0.110865
346|5.88164,0.243444,0.243444,0.0174588 | 7.18833,0.36717,0.36717,0.0296416 | -0.271311,-0.027866 | -0.950633,-0.110846
347|5.88214,0.243466,0.243466,0.017459 | 7.18964,0.367254,0.367254,0.029646 | -0.271211,-0.027849 | -0.950756,-0.110826
348|5.88264,0.243488,0.243488,0.0174592 | 7.19094,0.367338,0.367338,0.0296503 | -0.271111,-0.027832 | -0.950877,-0.110806
349|5.88314,0.243511,0.243511,0.0174594 | 7.19225,0.367422,0.367422,0.0296547 | -0.271011,-0.027815 | -0.950996,-0.110786
350|5.88364,0.243533,0.243533,0.0174596 | 7.19356,0.367506,0.367506,0.029659 | -0.27091,-0.027798 | -0.951114,-0.110766
351|5.88413,0.243555,0.243555,0.0174599 | 7.19486,0.36759,0.36759,0.0296633 | -0.27081,-0.027781 | -0.951231,-0.110746
352|5.88463,0.243578,0.243578,0.0174601 | 7.19617,0.367674,0.367674,0.0296677 | -0.270708,-0.027764 | -0.951346,-0.110725
353|5.88513,0.2436,0.2436,0.0174603 | 7.19747,0.367758,0.367758,0.029672 | -0.270607,-0.027747 | -0.951459,-0.110705
354|5.88562,0.243622,0.243622,0.0174605 | 7.19878,0.367842,0.367842,0.0296763 | -0.270506,-0.0277299 | -0.951571,-0.110684
355|5.88612,0.243644,0.243644,0.0174607 | 7.20008,0.367926,0.367926,0.0296807 | -0.270404,-0.0277129 | -0.951682,-0.110663
356|5.88661,0.243667,0.243667,0.0174609 | 7.20138,0.368009,0.368009,0.029685 | -0.270302,-0.0276958 | -0.951791,-0.110643
357|5.88711,0.243689,0.243689,0.0174612 | 7.20268,0.368093,0.368093,0.0296893 | -0.2702,-0.0276788 | -0.951898,-0.110622
358|5.8876,0.243711,0.243711,0.0174614 | 7.20399,0.368177,0.368177,0.0296936 | -0.270097,-0.0276617 | -0.952004,-0.1106
359|5.8881,0.243733,0.243733,0.0174616 | 7.20529,0.36826,0.36826,0.0296979 | -0.269994,-0.0276446 | -0.952109,-0.110579
360|5.88859,0.243755,0.243755,0.0174618 | 7.20659,0.368344,0.368344,0.0297023 | -0.269891,-0.0276275 | -0.952212,-0.110558
361|5.88909,0.243777,0.243777,0.017462 | 7.20789,0.368427,0.368427,0.0297066 | -0.269788,-0.0276104 | -0.952313,-0.110536
362|5.88958,0.243799,0.243799,0.0174622 | 7.20919,0.368511,0.368511,0.0297109 | -0.269684,-0.0275933 | -0.952413,-0.110515
363|5.89007,0.243821,0.243821,0.0174624 | 7.21049,0.368594,0.368594,0.0297152 | -0.269581,-0.0275761 | -0.952511,-0.110493
364|5.89056,0.243844,0.243844,0.0174626 | 7.21178,0.368678,0.368678,0.0297195 | -0.269477,-0.027559 | -0.952608,-0.110471
365|5.89106,0.243866,0.243866,0.0174628 | 7.21308,0.368761,0.368761,0.0297238 | -0.269372,-0.0275418 | -0.952704,-0.110449
366|5.89155,0.243888,0.243888,0.0174631 | 7.21438,0.368844,0.368844,0.0297281 | -0.269268,-0.0275247 | -0.952798,-0.110427
367|5.89204,0.24391,0.24391,0.0174633 | 7.21568,0.368928,0.368928,0.0297324 | -0.269163,-0.0275075 | -0.95289,-0.110405
368|5.89253,0.243931,0.243931,0.0174635 | 7.21697,0.369011,0.369011,0.0297366 | -0.269058,-0.0274903 | -0.952981,-0.110382
369|5.89302,0.243953,0.243953,0.0174637 | 7.21827,0.369094,0.369094,0.0297409 | -0.268953,-0.0274732 | -0.953071,-0.11036
370|5.89351,0.243975,0.243975,0.0174639 | 7.21956,0.369177,0.369177,0.0297452 | -0.268848,-0.027456 | -0.953158,-0.110337
